"Species","Disturbance.Severity","Disturbance.Frequency","Grazing.Pressure","Mowing.Frequency","Soil.Disturbance","L","M","N","R","T","RC1","RC2","RC3","RC4"
"Vicia sativa",0.6533,1.3249,0.1975,0.6013,0.4959,6,4.5714,5.5714,6.1429,6,0.5433,1.2932,0.3026,-0.3303
"Vicia sepium",0.6113,0.3112,0.1749,0.2579,0.2129,6,5,5.5,6,5,-0.8546,0.3085,0.3151,-0.4607
"Vicia sylvatica",0.6586,0.1088,0.1962,0.043,0.1134,6.5,4.5,5,7.5,5,-1.3953,0.0904,0.0536,0.3547
"Vicia tenuifolia",0.5635,0.5315,0.2464,0.4052,0.1477,7,4,4,8,6,-0.5006,-0.307,-0.3581,0.855
"Vicia tetrasperma",0.6713,1.2211,0.1786,0.5376,0.506,7,4,5,5,6,0.5804,1.5424,-0.1358,-0.9485
"Vicia villosa",0.7353,0.9964,0.1808,0.3894,0.5204,7,3,5,6,6,0.1232,1.9006,-0.3529,-0.4566
"Vincetoxicum hirundinaria",0.5925,0.2463,0.2364,0.1234,0.1238,6,3,3,7,6,-1.3242,0.0242,-0.9898,0.2793
"Viola ambigua",0.4819,1.4617,0.37,0.6347,0.1611,7,3,3,8,7,0.4581,-0.6788,-1.1638,1.1894
"Viola arvensis",0.8163,1.5736,0.1436,0.3993,0.7612,6.5,5,6,6,5,0.7949,2.6641,0.6637,-1.0923
"Viola canina",0.55,0.4895,0.2374,0.2988,0.2223,7,4.8333,2.8333,3.5,5,-0.3664,0.0531,-0.9305,-1.9276
"Viola collina",0.6338,0.1987,0.217,0.1019,0.1327,6,3,3,8,5,-1.4559,0.08,-0.7318,0.3262
"Viola elatior",0.6405,0.3142,0.2024,0.2656,0.125,7,7,6,7,7,-0.6637,-0.1084,0.6964,1.0275
"Viola hirta",0.5728,0.4,0.2356,0.3008,0.1374,6,3,3,8,5,-1.0223,-0.2072,-0.6997,0.3195
"Viola kitaibeliana",0.583,1.2223,0.3225,0.4421,0.3219,9,2,2,8,8,0.5063,0.3335,-1.7925,1.3006
"Viola mirabilis",0.6915,0.039,0.1954,0.0148,0.1043,4,5,5,8,5.5,-2.0007,0.2474,0.3164,0.7675
"Viola odorata",0.6696,0.1297,0.2043,0.0729,0.1325,5,5,7.5,7,6,-1.5317,0.4333,0.6919,0.8044
"Viola palustris",0.3747,0.8691,0.1627,0.3524,0.1408,5.5,9,3,2.5,5,-0.0145,-1.1855,0.4811,-2.4864
"Viola pumila",0.5528,1.4107,0.2052,1.1488,0.1534,7,7,5,7,7,1.1762,-0.5507,0.9066,0.7824
"Viola reichenbachiana",0.6937,0.0327,0.1952,0.0105,0.1055,3.5,5,6,7,5,-2.0648,0.3993,0.5019,0.2119
"Viola riviniana",0.6179,0.2073,0.233,0.1248,0.1583,4.5,4.5,6,5,6,-1.4171,0.4506,-0.0814,-0.3498
"Viola rupestris",0.5278,0.5407,0.2747,0.2421,0.1558,7,3,2,8,6,-0.718,-0.4286,-1.223,0.6193
"Viola stagnina",0.4648,1.2618,0.2348,0.8746,0.1381,7,8,4,6,7,0.9258,-1.0659,0.575,0.2204
"Viola suavis",0.6814,0.0788,0.2155,0.0464,0.1142,6,5,6,7,7,-1.4471,0.3609,0.1264,1.0717
"Viola tricolor aggr.",0.5425,1.2,0.2579,0.4515,0.4115,7.5833,4.4167,4.0833,4.6667,5,0.6322,0.4644,-0.5552,-1.4408
"Vitis vinifera",0.6842,0.37,0.2038,0.1104,0.207,7.75,4.5,6,7,7.5,-0.7379,0.6533,-0.0327,1.168
"Vulpia myuros",0.5662,1.2778,0.3178,0.5627,0.3617,9,2,3,4,7,0.8864,0.7391,-1.9041,-0.9234
"Willemetia stipitata",0.3362,1.2475,0.1615,0.5484,0.1522,7,8,4,4,4,0.7129,-1.437,0.8036,-2.0674
"Xanthium orientale",0.6524,1.5134,0.1805,0.2392,0.494,7.6,7,7,7,6.1,0.7298,0.921,1.2108,0.2785
"Xanthium strumarium",0.6532,1.478,0.1721,0.5727,0.421,8,6,7,7,7,0.9982,0.8933,1.014,0.731
"Xeranthemum annuum",0.5596,1.3429,0.3443,0.6436,0.2395,8,2,3,6,8,0.6139,0.2542,-1.7318,0.5731
"Bidens frondosus",0.5663,0.97,0.1638,0.2317,0.2426,7,8.5,8,7,6,0.0838,-0.2158,1.8715,0.6332
"Dianthus carthusianorum",0.4829,1.1356,0.289,0.6085,0.1726,8,3.1429,2.8571,6.8571,5.4286,0.4243,-0.5889,-0.9781,-0.0751
"Oenothera biennis",0.626,1.3118,0.1851,0.5984,0.3386,9,4,4,6,7,0.887,0.7018,-0.4129,0.0146
"Galium pusillum aggr.",0.4207,1.0675,0.2907,0.1838,0.1976,7,4,3,5,5,-0.0872,-0.6511,-1.0076,-1.1667
"Galium album",0.544,0.705,0.1864,0.4971,0.2452,7,4.3,5.55,6.6,6,-0.0612,0.1403,0.2009,0.1931
"Viola tricolor",0.5425,1.2,0.2579,0.4515,0.4115,7.5833,4.4167,4.0833,4.6667,5,0.6322,0.4644,-0.5552,-1.4408
"Erysimum hieraciifolium aggr.",0.6146,0.6362,0.2352,0.3569,0.2304,8,4,4,6,7,-0.156,0.3672,-0.7234,0.2243
"Vicia sect. Cracca",0.5361,1.1611,0.1826,0.8327,0.2924,7,5.5,5,6,4.5,0.7699,-0.0452,0.5816,-0.8623
"Rosa canina",0.6207,0.241,0.2138,0.0937,0.125,7.5,4,4.5,7,5.25,-1.0112,-0.0069,-0.3503,0.1665
"Viola collina x hirta",0.6338,0.1987,0.217,0.1019,0.1327,6,3,3,8,5,-1.4559,0.08,-0.7318,0.3262
"Galeopsis speciosa x pubescens",0.6835,0.3031,0.1715,0.149,0.2312,7,5,6.5,6,5,-0.8133,0.6731,0.4559,-0.3265
"Medicago sativa",0.5652,1.8294,0.1732,1.1549,0.3378,8,4,5,7,6,1.6932,0.3407,0.4075,0.1385
"Asplenium adiantum-nigrum subsp. serpentini",0.6809,0.0452,0.2397,0.0061,0.0984,6,4,2.5,4,6,-1.5618,0.4513,-1.3519,-1.148
"Viola x hirtaeformis",0.5728,0.4,0.2356,0.3008,0.1374,6,3,3,8,5,-1.0223,-0.2072,-0.6997,0.3195
"Mentha x piperita aggr.",0.395,1.0155,0.1931,0.3581,0.1278,7,8,7,8,6,0.2012,-1.3709,1.6247,1.1108
