"Habitat","Species","Historical land use","IndVal.g","p.value"
"Mesic grasslands","Sinapis arvensis","Settlement",0.0672,0.503
"Mesic grasslands","Sisymbrium loeselii","Grassland",0.0371,1
"Mesic grasslands","Sisymbrium officinale","Grassland",0.0371,1
"Mesic grasslands","Sisymbrium strictissimum","Arable land",0.0664,0.314
"Mesic grasslands","Solanum dulcamara","Arable land",0.0469,0.559
"Mesic grasslands","Solanum nigrum","Settlement",0.0949,0.134
"Mesic grasslands","Soldanella montana","Arable land",0.0469,0.544
"Mesic grasslands","Solidago canadensis","Arable land",0.0706,0.465
"Mesic grasslands","Solidago gigantea","Forest",0.1645,0.01
"Mesic grasslands","Solidago virgaurea","Forest",0.056,0.652
"Mesic grasslands","Sonchus arvensis","Permanent crop",0.0982,0.085
"Mesic grasslands","Sonchus asper","Arable land",0.0743,0.369
"Mesic grasslands","Sonchus oleraceus","Settlement",0.1162,0.141
"Mesic grasslands","Sorbus aucuparia","Forest",0.0512,0.743
"Mesic grasslands","Sorbus torminalis","Grassland",0.0371,1
"Mesic grasslands","Sparganium emersum","Permanent crop",0.1048,0.065
"Mesic grasslands","Spergularia rubra","Grassland",0.0829,0.219
"Mesic grasslands","Spiraea salicifolia","Grassland",0.0371,1
"Mesic grasslands","Stachys annua","Arable land",0.0469,0.566
"Mesic grasslands","Stachys officinalis","Grassland",0.2097,0.2
"Mesic grasslands","Stachys palustris","Forest",0.0716,0.428
"Mesic grasslands","Stachys recta","Permanent crop",0.1358,0.036
"Mesic grasslands","Stachys sylvatica","Grassland",0.0371,1
"Mesic grasslands","Stellaria alsine","Grassland",0.0371,1
"Mesic grasslands","Stellaria graminea","Grassland",0.3012,0.098
"Mesic grasslands","Stellaria holostea","Settlement",0.13,0.017
"Mesic grasslands","Stellaria media","Settlement",0.1545,0.05
"Mesic grasslands","Stellaria nemorum","Grassland",0.0525,0.686
"Mesic grasslands","Stellaria pallida","Settlement",0.0949,0.108
"Mesic grasslands","Stellaria palustris","Grassland",0.0371,1
"Mesic grasslands","Stipa borysthenica aggr.","Grassland",0.0525,0.723
"Mesic grasslands","Stipa pennata","Grassland",0.0371,1
"Mesic grasslands","Succisa pratensis","Forest",0.2081,0.07
"Mesic grasslands","Symphyotrichum novi-belgii aggr.","Forest",0.0612,0.651
"Mesic grasslands","Symphytum officinale","Forest",0.2187,0.009
"Mesic grasslands","Symphytum tuberosum aggr.","Forest",0.0687,0.485
"Mesic grasslands","Syringa vulgaris","Settlement",0.1584,0.001
"Mesic grasslands","Tanacetum corymbosum","Permanent crop",0.1521,0.033
"Mesic grasslands","Tanacetum vulgare","Grassland",0.1147,0.772
"Mesic grasslands","Taraxacum nordstedtii","Grassland",0.0371,1
"Mesic grasslands","Taraxacum sect. Erythrosperma","Forest",0.0674,0.259
"Mesic grasslands","Taraxacum sect. Palustria","Grassland",0.0371,1
"Mesic grasslands","Taraxacum sect. Taraxacum","Settlement",0.573,0.001
"Mesic grasslands","Tephroseris crispa","Grassland",0.1159,0.196
"Mesic grasslands","Tephroseris integrifolia","Forest",0.0953,0.1
"Mesic grasslands","Teucrium chamaedrys","Permanent crop",0.1004,0.143
"Mesic grasslands","Thalictrum aquilegiifolium","Grassland",0.0371,1
"Mesic grasslands","Thalictrum flavum","Forest",0.0674,0.26
"Mesic grasslands","Thalictrum lucidum","Grassland",0.087,0.245
"Mesic grasslands","Thalictrum simplex","Grassland",0.0525,0.725
"Mesic grasslands","Thesium dollineri","Arable land",0.0469,0.55
"Mesic grasslands","Thesium linophyllon","Permanent crop",0.1266,0.1
"Mesic grasslands","Thesium pyrenaicum","Arable land",0.0664,0.351
"Mesic grasslands","Thlaspi arvense","Arable land",0.0469,0.558
"Mesic grasslands","Thymus odoratissimus aggr.","Grassland",0.0637,0.614
"Mesic grasslands","Thymus praecox","Permanent crop",0.0709,0.216
"Mesic grasslands","Thymus pulegioides","Arable land",0.2129,0.075
"Mesic grasslands","Thymus serpyllum","Forest",0.0596,0.678
"Mesic grasslands","Tilia cordata","Grassland",0.061,0.595
"Mesic grasslands","Tilia platyphyllos","Arable land",0.0664,0.342
"Mesic grasslands","Torilis japonica","Permanent crop",0.0546,0.888
"Mesic grasslands","Tragopogon dubius","Settlement",0.0949,0.126
"Mesic grasslands","Tragopogon pratensis","Permanent crop",0.5573,0.001
"Mesic grasslands","Traunsteinera globosa","Grassland",0.0371,1
"Mesic grasslands","Trifolium alpestre","Grassland",0.116,0.177
"Mesic grasslands","Trifolium arvense","Arable land",0.1828,0.03
"Mesic grasslands","Trifolium aureum","Arable land",0.1534,0.017
"Mesic grasslands","Trifolium campestre","Permanent crop",0.3384,0.001
"Mesic grasslands","Trifolium dubium","Forest",0.2085,0.08
"Mesic grasslands","Trifolium hybridum","Grassland",0.2159,0.039
"Mesic grasslands","Trifolium medium","Arable land",0.3223,0.002
"Mesic grasslands","Trifolium montanum","Permanent crop",0.3281,0.001
"Mesic grasslands","Trifolium pratense","Permanent crop",0.4909,0.001
"Mesic grasslands","Trifolium repens","Settlement",0.4603,0.001
"Mesic grasslands","Trifolium rubens","Forest",0.0561,0.5
"Mesic grasslands","Trifolium spadiceum","Grassland",0.0659,0.582
"Mesic grasslands","Trifolium striatum","Grassland",0.0371,1
"Mesic grasslands","Tripleurospermum maritimum aggr.","Settlement",0.1372,0.132
"Mesic grasslands","Trisetum flavescens","Permanent crop",0.4418,0.001
"Mesic grasslands","Trollius europaeus","Arable land",0.0413,0.92
"Mesic grasslands","Turritis glabra","Arable land",0.0688,0.587
"Mesic grasslands","Tussilago farfara","Settlement",0.0859,0.212
"Mesic grasslands","Typha latifolia","Grassland",0.0371,1
"Mesic grasslands","Ulmus minor","Permanent crop",0.0763,0.284
"Mesic grasslands","Urtica dioica","Settlement",0.2631,0.015
"Mesic grasslands","Vaccinium myrtillus","Grassland",0.065,0.795
"Mesic grasslands","Vaccinium uliginosum","Grassland",0.0525,0.739
"Mesic grasslands","Vaccinium vitis-idaea","Grassland",0.0642,0.479
"Mesic grasslands","Valeriana dioica","Forest",0.1328,0.279
"Mesic grasslands","Valeriana officinalis aggr.","Permanent crop",0.149,0.027
"Mesic grasslands","Valeriana stolonifera","Grassland",0.1388,0.024
"Mesic grasslands","Valerianella dentata","Arable land",0.0469,0.569
"Mesic grasslands","Valerianella locusta","Permanent crop",0.101,0.645
"Mesic grasslands","Verbascum blattaria","Permanent crop",0.1006,0.034
"Mesic grasslands","Verbascum chaixii","Permanent crop",0.1174,0.114
"Mesic grasslands","Verbascum lychnitis","Settlement",0.0824,0.425
"Mesic grasslands","Verbascum nigrum","Permanent crop",0.0653,0.591
"Mesic grasslands","Verbascum phlomoides","Settlement",0.1206,0.021
"Mesic grasslands","Verbascum phoeniceum","Forest",0.091,0.088
"Mesic grasslands","Verbascum speciosum","Grassland",0.0371,1
"Mesic grasslands","Verbena officinalis","Settlement",0.1927,0.001
"Mesic grasslands","Veronica agrestis","Permanent crop",0.198,0.001
"Mesic grasslands","Veronica anagallis-aquatica","Grassland",0.0371,1
"Mesic grasslands","Veronica arvensis","Forest",0.2618,0.043
"Mesic grasslands","Veronica austriaca","Forest",0.0621,0.689
"Mesic grasslands","Veronica chamaedrys aggr.","Grassland",0.4002,0.052
"Mesic grasslands","Veronica filiformis","Grassland",0.0642,0.452
"Mesic grasslands","Veronica hederifolia aggr.","Settlement",0.0659,0.534
"Mesic grasslands","Veronica longifolia","Grassland",0.0371,1
"Mesic grasslands","Veronica officinalis","Grassland",0.136,0.42
"Mesic grasslands","Veronica orchidea","Permanent crop",0.1041,0.027
"Mesic grasslands","Veronica persica","Settlement",0.1105,0.097
"Mesic grasslands","Veronica polita","Settlement",0.1342,0.015
"Mesic grasslands","Veronica prostrata","Forest",0.1121,0.043
"Mesic grasslands","Veronica serpyllifolia","Grassland",0.1783,0.097
"Mesic grasslands","Veronica spicata","Arable land",0.056,0.621
"Mesic grasslands","Veronica verna","Permanent crop",0.1368,0.02
"Mesic grasslands","Viburnum lantana","Permanent crop",0.1048,0.061
"Mesic grasslands","Viburnum opulus","Forest",0.0674,0.252
"Mesic grasslands","Vicia cassubica","Grassland",0.0371,1
"Mesic grasslands","Vicia cracca","Permanent crop",0.4098,0.003
"Mesic grasslands","Vicia hirsuta","Forest",0.2296,0.015
"Mesic grasslands","Vicia lathyroides","Forest",0.1574,0.011
"Mesic grasslands","Vicia pannonica","Forest",0.0674,0.253
"Mesic grasslands","Vicia sativa","Permanent crop",0.1957,0.214
"Mesic grasslands","Vicia sepium","Permanent crop",0.2873,0.002
"Mesic grasslands","Vicia tenuifolia","Grassland",0.0663,0.964
"Mesic grasslands","Vicia tetrasperma","Grassland",0.1975,0.124
"Mesic grasslands","Vicia villosa","Forest",0.0875,0.308
"Mesic grasslands","Vincetoxicum hirundinaria","Permanent crop",0.1629,0.007
"Mesic grasslands","Viola arvensis","Arable land",0.1286,0.168
"Mesic grasslands","Viola canina","Arable land",0.1838,0.096
"Mesic grasslands","Viola collina","Forest",0.0726,0.357
"Mesic grasslands","Viola elatior","Forest",0.0953,0.084
"Mesic grasslands","Viola hirta","Permanent crop",0.2446,0.007
"Mesic grasslands","Viola mirabilis","Forest",0.0674,0.261
"Mesic grasslands","Viola odorata","Settlement",0.2813,0.001
"Mesic grasslands","Viola palustris","Grassland",0.1032,0.453
"Mesic grasslands","Viola pumila","Grassland",0.1018,0.166
"Mesic grasslands","Viola reichenbachiana","Permanent crop",0.0714,0.433
"Mesic grasslands","Viola riviniana","Arable land",0.0414,0.872
"Mesic grasslands","Viola stagnina","Forest",0.0635,0.407
"Mesic grasslands","Viola suavis","Arable land",0.0469,0.533
"Mesic grasslands","Viola tricolor aggr.","Grassland",0.0612,0.736
"Mesic grasslands","Vitis vinifera","Arable land",0.0502,0.847
"Mesic grasslands","Willemetia stipitata","Forest",0.1051,0.195
"Wet grasslands","Abies alba","Forest",0.0946,0.023
"Wet grasslands","Acer campestre","Settlement",0.0683,0.51
"Wet grasslands","Acer negundo","Forest",0.1245,0.054
"Wet grasslands","Acer platanoides","Forest",0.0773,0.244
"Wet grasslands","Acer pseudoplatanus","Forest",0.1119,0.136
"Wet grasslands","Achillea aspleniifolia","Grassland",0.0543,0.585
"Wet grasslands","Achillea millefolium aggr.","Settlement",0.2894,0.027
"Wet grasslands","Achillea ptarmica","Water body",0.1483,0.094
"Wet grasslands","Aconitum napellus aggr.","Forest",0.0734,0.409
"Wet grasslands","Aconitum variegatum","Grassland",0.0701,0.393
"Wet grasslands","Acorus calamus","Arable land",0.0394,0.907
"Wet grasslands","Actaea spicata","Forest",0.0546,0.433
"Wet grasslands","Adoxa moschatellina","Forest",0.0709,0.311
"Wet grasslands","Aegopodium podagraria","Settlement",0.2026,0.209
"Wet grasslands","Aethusa cynapium","Settlement",0.1107,0.044
"Wet grasslands","Agrimonia eupatoria","Arable land",0.0802,0.199
"Wet grasslands","Agrostis canina","Water body",0.2791,0.012
"Wet grasslands","Agrostis capillaris","Grassland",0.1997,0.215
"Wet grasslands","Agrostis gigantea","Water body",0.0968,0.127
"Wet grasslands","Agrostis stolonifera","Water body",0.3616,0.005
"Wet grasslands","Ajuga reptans","Forest",0.2148,0.08
"Wet grasslands","Alchemilla cymatophylla","Forest",0.0546,0.448
"Wet grasslands","Alchemilla glabra","Forest",0.0759,0.27
"Wet grasslands","Alchemilla micans","Grassland",0.0778,0.425
"Wet grasslands","Alchemilla monticola","Arable land",0.1114,0.279
"Wet grasslands","Alchemilla subcrenata","Forest",0.1093,0.039
"Wet grasslands","Alchemilla vulgaris aggr.","Arable land",0.1697,0.115
"Wet grasslands","Alchemilla xanthochlora","Forest",0.0606,0.662
"Wet grasslands","Alisma gramineum","Forest",0.0722,0.372
"Wet grasslands","Alisma lanceolatum","Forest",0.1325,0.026
"Wet grasslands","Alisma plantago-aquatica","Settlement",0.0736,0.882
"Wet grasslands","Alliaria petiolata","Settlement",0.0949,0.186
"Wet grasslands","Allium angulosum","Forest",0.1721,0.028
"Wet grasslands","Allium carinatum","Arable land",0.1232,0.072
"Wet grasslands","Allium scorodoprasum","Forest",0.0839,0.329
"Wet grasslands","Allium ursinum","Grassland",0.0443,0.871
"Wet grasslands","Alnus glutinosa","Arable land",0.1523,0.06
"Wet grasslands","Alopecurus aequalis","Water body",0.1429,0.048
"Wet grasslands","Alopecurus geniculatus","Forest",0.0599,0.952
"Wet grasslands","Alopecurus pratensis","Arable land",0.351,0.052
"Wet grasslands","Althaea officinalis","Water body",0.1273,0.046
"Wet grasslands","Amaranthus blitum","Grassland",0.0314,1
"Wet grasslands","Amaranthus hybridus aggr.","Grassland",0.0314,1
"Wet grasslands","Amaranthus retroflexus","Arable land",0.0868,0.128
"Wet grasslands","Amorpha fruticosa","Arable land",0.0567,0.271
"Wet grasslands","Anacamptis palustris aggr.","Grassland",0.084,0.305
"Wet grasslands","Anagallis arvensis","Arable land",0.0791,0.36
"Wet grasslands","Anemone nemorosa","Grassland",0.1484,0.507
"Wet grasslands","Anemone ranunculoides","Grassland",0.0314,1
"Wet grasslands","Angelica palustris","Grassland",0.0314,1
"Wet grasslands","Angelica sylvestris","Arable land",0.3187,0.08
"Wet grasslands","Anisantha sterilis","Arable land",0.0938,0.109
"Wet grasslands","Antennaria dioica","Grassland",0.0314,1
"Wet grasslands","Anthemis arvensis","Settlement",0.1393,0.004
"Wet grasslands","Anthemis cotula","Settlement",0.2278,0.001
"Wet grasslands","Anthericum ramosum","Grassland",0.0471,0.838
"Wet grasslands","Anthoxanthum odoratum aggr.","Grassland",0.2744,0.037
"Wet grasslands","Anthriscus cerefolium","Grassland",0.0314,1
"Wet grasslands","Anthriscus nitidus","Forest",0.1545,0.004
"Wet grasslands","Anthriscus sylvestris","Settlement",0.2797,0.001
"Wet grasslands","Anthyllis vulneraria","Grassland",0.0543,0.601
"Wet grasslands","Apera spica-venti","Settlement",0.0861,0.165
"Wet grasslands","Aphanes arvensis","Arable land",0.0567,0.264
"Wet grasslands","Arabidopsis arenosa","Arable land",0.0567,0.272
"Wet grasslands","Arabidopsis halleri","Forest",0.1004,0.125
"Wet grasslands","Arabidopsis thaliana","Forest",0.053,0.437
"Wet grasslands","Arctium lappa","Arable land",0.0646,0.928
"Wet grasslands","Arctium minus","Grassland",0.0314,1
"Wet grasslands","Arctium nemorosum","Forest",0.0546,0.485
"Wet grasslands","Arctium tomentosum","Arable land",0.1328,0.108
"Wet grasslands","Arenaria serpyllifolia","Arable land",0.0802,0.241
"Wet grasslands","Argentina anserina","Settlement",0.4436,0.001
"Wet grasslands","Aristolochia clematitis","Forest",0.1112,0.064
"Wet grasslands","Armoracia rusticana","Settlement",0.0622,0.58
"Wet grasslands","Arnica montana","Grassland",0.0562,0.741
"Wet grasslands","Arrhenatherum elatius","Settlement",0.1639,0.098
"Wet grasslands","Artemisia absinthium","Settlement",0.1294,0.021
"Wet grasslands","Artemisia vulgaris","Settlement",0.2993,0.003
"Wet grasslands","Arum cylindraceum","Forest",0.0423,0.911
"Wet grasslands","Arum maculatum","Arable land",0.0567,0.272
"Wet grasslands","Aruncus dioicus","Grassland",0.0314,1
"Wet grasslands","Asarum europaeum","Forest",0.0467,0.959
"Wet grasslands","Asparagus officinalis","Forest",0.0561,0.666
"Wet grasslands","Asperula cynanchica","Arable land",0.0802,0.21
"Wet grasslands","Asperula tinctoria","Grassland",0.0443,0.872
"Wet grasslands","Astrantia major","Grassland",0.0543,0.572
"Wet grasslands","Athyrium distentifolium","Forest",0.0546,0.444
"Wet grasslands","Athyrium filix-femina","Forest",0.2153,0.001
"Wet grasslands","Atriplex oblongifolia","Arable land",0.0567,0.277
"Wet grasslands","Atriplex patula","Forest",0.0762,0.527
"Wet grasslands","Atriplex prostrata","Water body",0.1568,0.015
"Wet grasslands","Atriplex sagittata","Forest",0.0571,0.812
"Wet grasslands","Atriplex tatarica","Arable land",0.0567,0.271
"Wet grasslands","Atropa bella-donna","Forest",0.0539,0.657
"Wet grasslands","Avena fatua","Settlement",0.0913,0.093
"Wet grasslands","Avenella flexuosa","Forest",0.0734,0.358
"Wet grasslands","Avenula pubescens","Grassland",0.213,0.089
"Wet grasslands","Ballota nigra","Settlement",0.2266,0.001
"Wet grasslands","Barbarea stricta","Water body",0.0681,0.463
"Wet grasslands","Barbarea vulgaris","Grassland",0.0443,0.814
"Wet grasslands","Bellis perennis","Arable land",0.0874,0.197
"Wet grasslands","Berteroa incana","Arable land",0.0802,0.125
"Wet grasslands","Berula erecta","Forest",0.0917,0.136
"Wet grasslands","Betula pendula","Arable land",0.0747,0.62
"Wet grasslands","Betula pubescens","Arable land",0.0736,0.355
"Wet grasslands","Bidens cernua","Arable land",0.0522,0.624
"Wet grasslands","Bidens radiata","Arable land",0.0778,0.246
"Wet grasslands","Bidens tripartita","Water body",0.1498,0.188
"Wet grasslands","Bistorta officinalis","Arable land",0.2239,0.249
"Wet grasslands","Blitum bonus-henricus","Settlement",0.166,0.002
"Wet grasslands","Blysmus compressus","Settlement",0.0698,0.347
"Wet grasslands","Bolboschoenus maritimus aggr.","Water body",0.1644,0.012
"Wet grasslands","Bothriochloa ischaemum","Arable land",0.0567,0.272
"Wet grasslands","Brachypodium pinnatum","Grassland",0.0504,0.937
"Wet grasslands","Brachypodium sylvaticum","Forest",0.1954,0.003
"Wet grasslands","Brassica nigra","Forest",0.0698,0.392
"Wet grasslands","Briza media","Grassland",0.2412,0.085
"Wet grasslands","Bromopsis erecta","Grassland",0.0559,0.815
"Wet grasslands","Bromopsis inermis","Forest",0.0939,0.198
"Wet grasslands","Bromopsis ramosa aggr.","Forest",0.0436,0.97
"Wet grasslands","Bromus hordeaceus","Settlement",0.0651,0.533
"Wet grasslands","Bromus japonicus","Settlement",0.0843,0.19
"Wet grasslands","Bromus racemosus","Grassland",0.0314,1
"Wet grasslands","Bryonia alba","Grassland",0.0314,1
"Wet grasslands","Bunias orientalis","Arable land",0.0802,0.248
"Wet grasslands","Bupleurum tenuissimum","Arable land",0.0567,0.282
"Wet grasslands","Butomus umbellatus","Forest",0.0589,0.743
"Wet grasslands","Calamagrostis arundinacea","Forest",0.1489,0.014
"Wet grasslands","Calamagrostis canescens","Water body",0.175,0.012
"Wet grasslands","Calamagrostis epigejos","Water body",0.2916,0.001
